1,11,ירושלים ,10,תירוש ,9000 ,תירוש ,official ,9000
90876,42,פתח תקווה ,7900,פתח תקווה ,1331 ,משעול השורשים ,official ,1331
90877,42,פתח תקווה ,7900,פתח תקווה ,11449,מישעול השורשים ,synonym of 1331 ,1331
90878,42,פתח תקווה ,7900,פתח תקווה ,11450,השורשים ,synonym of 1331 ,1331
90879,42,פתח תקווה ,7900,פתח תקווה ,1332 ,משעול האושר ,official ,1332
90880,42,פתח תקווה ,7900,פתח תקווה ,11451,האושר ,synonym of 1332 ,1332
90881,42,פתח תקווה ,7900,פתח תקווה ,11452,מישעול האושר ,synonym of 1332 ,1332
90882,42,פתח תקווה ,7900,פתח תקווה ,1333 ,משעול הקהילות ,official ,1333
90883,42,פתח תקווה ,7900,פתח תקווה ,11453,הקהילות ,synonym of 1333 ,1333
90884,42,פתח תקווה ,7900,פתח תקווה ,11454,מישעול הקהילות ,synonym of 1333 ,1333
90885,42,פתח תקווה ,7900,פתח תקווה ,1334 ,משעול החברות ,official ,1334
90886,42,פתח תקווה ,7900,פתח תקווה ,11455,מישעול החברות ,synonym of 1334 ,1334
90887,42,פתח תקווה ,7900,פתח תקווה ,11456,החברות ,synonym of 1334 ,1334
90888,42,פתח תקווה ,7900,פתח תקווה ,1335 ,משעול הערכים ,official ,1335
90889,42,פתח תקווה ,7900,פתח תקווה ,11457,מישעול הערכים ,synonym of 1335 ,1335
90890,42,פתח תקווה ,7900,פתח תקווה ,11458,הערכים ,synonym of 1335 ,1335
90891,42,פתח תקווה ,7900,פתח תקווה ,1336 ,משעול השלום ,official ,1336
90892,42,פתח תקווה ,7900,פתח תקווה ,11459,מישעול השלום ,synonym of 1336 ,1336
90893,42,פתח תקווה ,7900,פתח תקווה ,11460,השלום ,synonym of 1336 ,1336
90894,42,פתח תקווה ,7900,פתח תקווה ,1337 ,משעול המשאלות ,official ,1337
90895,42,פתח תקווה ,7900,פתח תקווה ,11461,מישעול המשאלות ,synonym of 1337 ,1337
90896,42,פתח תקווה ,7900,פתח תקווה ,11462,המשאלות ,synonym of 1337 ,1337
90897,42,פתח תקווה ,7900,פתח תקווה ,1338 ,משעול הדורות ,official ,1338
90898,42,פתח תקווה ,7900,פתח תקווה ,11463,מישעול הדורות ,synonym of 1338 ,1338
90899,42,פתח תקווה ,7900,פתח תקווה ,11464,הדורות ,synonym of 1338 ,1338
90900,42,פתח תקווה ,7900,פתח תקווה ,1345 ,מבצע יואב ,official ,1345
90901,42,פתח תקווה ,7900,פתח תקווה ,1346 ,מבצע חורב ,official ,1346
90902,42,פתח תקווה ,7900,פתח תקווה ,1347 ,מבצע יפתח ,official ,1347
90903,42,פתח תקווה ,7900,פתח תקווה ,1351 ,מאירוב ,official ,1351
90904,42,פתח תקווה ,7900,פתח תקווה ,1401 ,נתיב היובל ,official ,1401
90905,42,פתח תקווה ,7900,פתח תקווה ,11465,היובל ,synonym of 1401 ,1401
90906,42,פתח תקווה ,7900,פתח תקווה ,1410 ,אלכסנדר פן ,official ,1410
90907,42,פתח תקווה ,7900,פתח תקווה ,11466,פן אלכסנדר ,synonym of 1410 ,1410
90908,42,פתח תקווה ,7900,פתח תקווה ,1411 ,מרים ילן שטקליס ,official ,1411
90909,42,פתח תקווה ,7900,פתח תקווה ,11467,שטקליס מרים ,synonym of 1411 ,1411
90910,42,פתח תקווה ,7900,פתח תקווה ,11468,שטקליס מרים ילן ,synonym of 1411 ,1411
90911,42,פתח תקווה ,7900,פתח תקווה ,11469,ילין שטקליס ,synonym of 1411 ,1411
90912,42,פתח תקווה ,7900,פתח תקווה ,11470,שטקליס ,synonym of 1411 ,1411
90913,42,פתח תקווה ,7900,פתח תקווה ,11471,מרים ילין שטקליס ,synonym of 1411 ,1411
90914,42,פתח תקווה ,7900,פתח תקווה ,11472,ילן שטקליס מרים ,synonym of 1411 ,1411
90915,42,פתח תקווה ,7900,פתח תקווה ,11473,ילן שטקליס ,synonym of 1411 ,1411
90916,42,פתח תקווה ,7900,פתח תקווה ,1412 ,מולדובסקי קדיה ,official ,1412
90917,42,פתח תקווה ,7900,פתח תקווה ,11474,קדיה מולדובסקי ,synonym of 1412 ,1412
90918,42,פתח תקווה ,7900,פתח תקווה ,11475,מולדובסקי ,synonym of 1412 ,1412
90919,42,פתח תקווה ,7900,פתח תקווה ,1413 ,גלבוע אמיר ,official ,1413
90920,42,פתח תקווה ,7900,פתח תקווה ,11476,גלבוע ,synonym of 1413 ,1413
90921,42,פתח תקווה ,7900,פתח תקווה ,11477,אמיר גלבוע ,synonym of 1413 ,1413
90922,42,פתח תקווה ,7900,פתח תקווה ,1414 ,טיכו אנה ,official ,1414
90923,42,פתח תקווה ,7900,פתח תקווה ,11478,אנה טיכו ,synonym of 1414 ,1414
90924,42,פתח תקווה ,7900,פתח תקווה ,11479,טיכו ,synonym of 1414 ,1414
90925,42,פתח תקווה ,7900,פתח תקווה ,1415 ,יצחק בשביס זינגר ,official ,1415
90926,42,פתח תקווה ,7900,פתח תקווה ,11480,זינגר בשביס ,synonym of 1415 ,1415
90927,42,פתח תקווה ,7900,פתח תקווה ,11481,בשביס זינגר יצחק ,synonym of 1415 ,1415
90928,42,פתח תקווה ,7900,פתח תקווה ,11482,בשביס זינגר ,synonym of 1415 ,1415
90929,42,פתח תקווה ,7900,פתח תקווה ,1416 ,מניה שוחט ,official ,1416
90930,42,פתח תקווה ,7900,פתח תקווה ,11483,שוחט ,synonym of 1416 ,1416
90931,42,פתח תקווה ,7900,פתח תקווה ,11484,שוחט מניה ,synonym of 1416 ,1416
90932,42,פתח תקווה ,7900,פתח תקווה ,1417 ,גרוסמן חייקה ,official ,1417
90933,42,פתח תקווה ,7900,פתח תקווה ,11485,חייקה גרוסמן ,synonym of 1417 ,1417
90934,42,פתח תקווה ,7900,פתח תקווה ,11486,חיקה גרוסמן ,synonym of 1417 ,1417
90935,42,פתח תקווה ,7900,פתח תקווה ,1418 ,המשוררת זלדה ,official ,1418
90936,42,פתח תקווה ,7900,פתח תקווה ,11487,זלדה המשוררת ,synonym of 1418 ,1418
90937,42,פתח תקווה ,7900,פתח תקווה ,11488,זלדה ,synonym of 1418 ,1418
90938,42,פתח תקווה ,7900,פתח תקווה ,1419 ,דב שילנסקי ,official ,1419
90939,42,פתח תקווה ,7900,פתח תקווה ,11489,קרב אל עלמין ,synonym of 1419 ,1419
90940,42,פתח תקווה ,7900,פתח תקווה ,11490,אל עלמיין ,synonym of 1419 ,1419
90941,42,פתח תקווה ,7900,פתח תקווה ,11491,על-עלמיין ,synonym of 1419 ,1419
90942,42,פתח תקווה ,7900,פתח תקווה ,11492,קרב אל-עלמיין ,synonym of 1419 ,1419
90943,42,פתח תקווה ,7900,פתח תקווה ,11493,קרב אל עלמיין ,synonym of 1419 ,1419
90944,42,פתח תקווה ,7900,פתח תקווה ,11494,שילנסקי דב ,synonym of 1419 ,1419
90945,42,פתח תקווה ,7900,פתח תקווה ,1420 ,רייס רפאל ,official ,1420
90946,42,פתח תקווה ,7900,פתח תקווה ,11495,רפאל רייס ,synonym of 1420 ,1420
90947,42,פתח תקווה ,7900,פתח תקווה ,11496,רייס ,synonym of 1420 ,1420
90948,42,פתח תקווה ,7900,פתח תקווה ,1421 ,יורדי הסירה ,official ,1421
90949,42,פתח תקווה ,7900,פתח תקווה ,1422 ,סירני אנצו ,official ,1422
90950,42,פתח תקווה ,7900,פתח תקווה ,11497,אנצו חיים סירני ,synonym of 1422 ,1422
90951,42,פתח תקווה ,7900,פתח תקווה ,11498,אנצו סירני ,synonym of 1422 ,1422
90952,42,פתח תקווה ,7900,פתח תקווה ,11499,סירני ,synonym of 1422 ,1422
90953,42,פתח תקווה ,7900,פתח תקווה ,11500,סירני חיים ,synonym of 1422 ,1422
90954,42,פתח תקווה ,7900,פתח תקווה ,11501,חיים סירני ,synonym of 1422 ,1422
90955,42,פתח תקווה ,7900,פתח תקווה ,1423 ,גולדשטיין פרץ ,official ,1423
90956,42,פתח תקווה ,7900,פתח תקווה ,11502,גולדשטיין ,synonym of 1423 ,1423
90957,42,פתח תקווה ,7900,פתח תקווה ,11503,פרץ גולדשטיין ,synonym of 1423 ,1423
90958,42,פתח תקווה ,7900,פתח תקווה ,1424 ,בן יעקב צבי ,official ,1424
90959,42,פתח תקווה ,7900,פתח תקווה ,11504,בן יעקב ,synonym of 1424 ,1424
90960,42,פתח תקווה ,7900,פתח תקווה ,11505,צבי בן יעקב ,synonym of 1424 ,1424
90961,42,פתח תקווה ,7900,פתח תקווה ,1425 ,אבא ברדיצ'ב ,official ,1425
90962,42,פתח תקווה ,7900,פתח תקווה ,11506,ברדיצ'ב אבא ,synonym of 1425 ,1425
90963,42,פתח תקווה ,7900,פתח תקווה ,11507,ברדיצ'ב ,synonym of 1425 ,1425
90964,42,פתח תקווה ,7900,פתח תקווה ,11508,ברדיצב ,synonym of 1425 ,1425
90965,42,פתח תקווה ,7900,פתח תקווה ,11509,אבא ברדיצב ,synonym of 1425 ,1425
90966,42,פתח תקווה ,7900,פתח תקווה ,1426 ,אוגלר ישראל ,official ,1426
90967,42,פתח תקווה ,7900,פתח תקווה ,11510,ישראל איגלר ,synonym of 1426 ,1426
90968,42,פתח תקווה ,7900,פתח תקווה ,11511,איגלר ,synonym of 1426 ,1426
90969,42,פתח תקווה ,7900,פתח תקווה ,11512,ישראל אוגלר ,synonym of 1426 ,1426
90970,42,פתח תקווה ,7900,פתח תקווה ,11513,איגלר ישראל ,synonym of 1426 ,1426
90971,42,פתח תקווה ,7900,פתח תקווה ,11514,אוגלר ,synonym of 1426 ,1426
90972,42,פתח תקווה ,7900,פתח תקווה ,1427 ,נקאש ,official ,1427
90973,42,פתח תקווה ,7900,פתח תקווה ,11515,נקש ,synonym of 1427 ,1427
90974,42,פתח תקווה ,7900,פתח תקווה ,6001 ,ככר אגוז ,official ,6001
90975,42,פתח תקווה ,7900,פתח תקווה ,11516,ככר א ,synonym of 6001 ,6001
90976,42,פתח תקווה ,7900,פתח תקווה ,6002 ,ככר אורוגואי ,official ,6002
90977,42,פתח תקווה ,7900,פתח תקווה ,11517,אורוגואי ,synonym of 6002 ,6002
90978,42,פתח תקווה ,7900,פתח תקווה ,6003 ,ככר ברוש ,official ,6003
90979,42,פתח תקווה ,7900,פתח תקווה ,11518,ככר ב ,synonym of 6003 ,6003
90980,42,פתח תקווה ,7900,פתח תקווה ,6004 ,ככר גפן ,official ,6004
90981,42,פתח תקווה ,7900,פתח תקווה ,11519,ככר ג ,synonym of 6004 ,6004
90982,42,פתח תקווה ,7900,פתח תקווה ,6005 ,ככר דולב ,official ,6005
90983,42,פתח תקווה ,7900,פתח תקווה ,11520,ככר ד ,synonym of 6005 ,6005
90984,42,פתח תקווה ,7900,פתח תקווה ,6006 ,ככר הדס ,official ,6006
90985,42,פתח תקווה ,7900,פתח תקווה ,11521,ככר ה ,synonym of 6006 ,6006
90986,42,פתח תקווה ,7900,פתח תקווה ,11522,ככר ההדס ,synonym of 6006 ,6006
90987,42,פתח תקווה ,7900,פתח תקווה ,6007 ,ככר הברון רוטשילד ,official ,6007
90988,42,פתח תקווה ,7900,פתח תקווה ,11523,הברון רוטשילד ככר ,synonym of 6007 ,6007
90989,42,פתח תקווה ,7900,פתח תקווה ,6008 ,ככר המלחים ,official ,6008
90990,42,פתח תקווה ,7900,פתח תקווה ,6009 ,ככר ויצמן ,official ,6009
90991,42,פתח תקווה ,7900,פתח תקווה ,6010 ,ככר המייסדים ,official ,6010
90992,42,פתח תקווה ,7900,פתח תקווה ,11524,ככר המיסדים ,synonym of 6010 ,6010
90993,42,פתח תקווה ,7900,פתח תקווה ,11525,המייסדים ,synonym of 6010 ,6010
90994,42,פתח תקווה ,7900,פתח תקווה ,6500 ,קרית אריה ,official ,6500
90995,42,פתח תקווה ,7900,פתח תקווה ,11526,אזור התעשיה ,synonym of 6500 ,6500
90996,42,פתח תקווה ,7900,פתח תקווה ,6501 ,ש צדור ,official ,6501
90997,42,פתח תקווה ,7900,פתח תקווה ,6502 ,ש ציונים כללים ,official ,6502
90998,42,פתח תקווה ,7900,פתח תקווה ,11527,שכ ציונים כלליים ,synonym of 6502 ,6502
90999,42,פתח תקווה ,7900,פתח תקווה ,11528,ציונים כלליים ,synonym of 6502 ,6502
91000,42,פתח תקווה ,7900,פתח תקווה ,6503 ,ש רוגובין ,official ,6503
91001,42,פתח תקווה ,7900,פתח תקווה ,11529,שכ רוגובין ,synonym of 6503 ,6503
91002,42,פתח תקווה ,7900,פתח תקווה ,6504 ,שכ הרכבת ,official ,6504
91003,42,פתח תקווה ,7900,פתח תקווה ,11530,תחנת הרכבת ,synonym of 6504 ,6504
91004,42,פתח תקווה ,7900,פתח תקווה ,11531,שכונת הרכבת ,synonym of 6504 ,6504
91005,42,פתח תקווה ,7900,פתח תקווה ,11532,ש הרכבת ,synonym of 6504 ,6504
91006,42,פתח תקווה ,7900,פתח תקווה ,6505 ,שכ עין גנים ,official ,6505
91007,42,פתח תקווה ,7900,פתח תקווה ,11533,ש עין גנים ,synonym of 6505 ,6505
91008,42,פתח תקווה ,7900,פתח תקווה ,6506 ,ש אלמגור ,official ,6506
91009,42,פתח תקווה ,7900,פתח תקווה ,6507 ,הדר המושבות ,official ,6507
91010,42,פתח תקווה ,7900,פתח תקווה ,11534,שכ אם המושבות ,synonym of 6507 ,6507
91011,42,פתח תקווה ,7900,פתח תקווה ,6508 ,שכ קרול ,official ,6508
91012,42,פתח תקווה ,7900,פתח תקווה ,11535,ש קרול ,synonym of 6508 ,6508
91013,42,פתח תקווה ,7900,פתח תקווה ,6509 ,שכ שיפר ,official ,6509
91014,42,פתח תקווה ,7900,פתח תקווה ,11536,ש שיפר ,synonym of 6509 ,6509
91015,42,פתח תקווה ,7900,פתח תקווה ,6510 ,שכ אחים ישראלית ,official ,6510
91016,42,פתח תקווה ,7900,פתח תקווה ,11537,ש אחים ישראלית ,synonym of 6510 ,6510
91017,42,פתח תקווה ,7900,פתח תקווה ,6511 ,קרית דוד אלעזר ,official ,6511
91018,42,פתח תקווה ,7900,פתח תקווה ,11538,שכ דוד אלעזר ,synonym of 6511 ,6511
91019,42,פתח תקווה ,7900,פתח תקווה ,6512 ,שכ נווה מעוז ,official ,6512
91020,42,פתח תקווה ,7900,פתח תקווה ,11539,ש נווה מעוז ,synonym of 6512 ,6512
91021,42,פתח תקווה ,7900,פתח תקווה ,6514 ,קרית אליעזר פרי ,official ,6514
91022,42,פתח תקווה ,7900,פתח תקווה ,11540,קרית פרי אליעזר ,synonym of 6514 ,6514
91023,42,פתח תקווה ,7900,פתח תקווה ,11541,שכ אליעזר פרי ,synonym of 6514 ,6514
91024,42,פתח תקווה ,7900,פתח תקווה ,11542,שכ פרי אליעזר ,synonym of 6514 ,6514
91025,42,פתח תקווה ,7900,פתח תקווה ,6515 ,קרית הרב סלומון ,official ,6515
91026,42,פתח תקווה ,7900,פתח תקווה ,11543,הרב סלומון ,synonym of 6515 ,6515
91027,42,פתח תקווה ,7900,פתח תקווה ,11544,קרית סלומון ,synonym of 6515 ,6515
91028,42,פתח תקווה ,7900,פתח תקווה ,6516 ,שכ בר יהודה ,official ,6516
91029,42,פתח תקווה ,7900,פתח תקווה ,11545,ש בר יהודה ,synonym of 6516 ,6516
91030,42,פתח תקווה ,7900,פתח תקווה ,11546,בר יהודה ,synonym of 6516 ,6516
91031,42,פתח תקווה ,7900,פתח תקווה ,6517 ,שיכון הפועל המזרחי ,official ,6517
91032,42,פתח תקווה ,7900,פתח תקווה ,11547,שכ הפומז ,synonym of 6517 ,6517
91033,42,פתח תקווה ,7900,פתח תקווה ,11548,ש הפומז ,synonym of 6517 ,6517
91034,42,פתח תקווה ,7900,פתח תקווה ,11549,ש הפומז )ותיקים( ,synonym of 6517 ,6517
91035,42,פתח תקווה ,7900,פתח תקווה ,11550,שכ הפומז )ותיקים( ,synonym of 6517 ,6517
91036,42,פתח תקווה ,7900,פתח תקווה ,6521 ,נוה עוז ,official ,6521
91037,42,פתח תקווה ,7900,פתח תקווה ,11551,ש עול נ עוז ,synonym of 6521 ,6521
91038,42,פתח תקווה ,7900,פתח תקווה ,11552,נ עוז ש סלע ,synonym of 6521 ,6521
91039,42,פתח תקווה ,7900,פתח תקווה ,11553,ש עולים ,synonym of 6521 ,6521
91040,42,פתח תקווה ,7900,פתח תקווה ,11554,נוה עוז ש ,synonym of 6521 ,6521
91041,42,פתח תקווה ,7900,פתח תקווה ,11555,ש עובד נ עוז ,synonym of 6521 ,6521
91042,42,פתח תקווה ,7900,פתח תקווה ,11556,נוה עוז רח ח ,synonym of 6521 ,6521
91043,42,פתח תקווה ,7900,פתח תקווה ,11557,נוה עוז רח ז ,synonym of 6521 ,6521
91044,42,פתח תקווה ,7900,פתח תקווה ,11558,נ עוז רח יג ,synonym of 6521 ,6521
91045,42,פתח תקווה ,7900,פתח תקווה ,11559,ש עמדר נ עוז ,synonym of 6521 ,6521
91046,42,פתח תקווה ,7900,פתח תקווה ,11560,ש עמידר נ עו ,synonym of 6521 ,6521
91047,42,פתח תקווה ,7900,פתח תקווה ,11561,ש עממי נ עוז ,synonym of 6521 ,6521
91048,42,פתח תקווה ,7900,פתח תקווה ,11562,נווה עוז ,synonym of 6521 ,6521
91049,42,פתח תקווה ,7900,פתח תקווה ,6522 ,ק סביסלוצקי ,official ,6522
91050,42,פתח תקווה ,7900,פתח תקווה ,11563,ק סויסלוצקי ,synonym of 6522 ,6522
91051,42,פתח תקווה ,7900,פתח תקווה ,11564,ק סביסליצקי ,synonym of 6522 ,6522
91052,42,פתח תקווה ,7900,פתח תקווה ,11565,סביסלוצקי ,synonym of 6522 ,6522
91053,42,פתח תקווה ,7900,פתח תקווה ,6523 ,קרית מטלון ,official ,6523
91054,42,פתח תקווה ,7900,פתח תקווה ,11566,ב אבות ק מטלון ,synonym of 6523 ,6523
91055,42,פתח תקווה ,7900,פתח תקווה ,11567,ביח יפה ,synonym of 6523 ,6523
91056,42,פתח תקווה ,7900,פתח תקווה ,11568,ביח יפת ,synonym of 6523 ,6523
91057,42,פתח תקווה ,7900,פתח תקווה ,11569,בית אבות ,synonym of 6523 ,6523
91058,42,פתח תקווה ,7900,פתח תקווה ,11570,מוסד חולי נפש ,synonym of 6523 ,6523
91059,42,פתח תקווה ,7900,פתח תקווה ,11571,ב אבות ,synonym of 6523 ,6523
91060,42,פתח תקווה ,7900,פתח תקווה ,11572,ב אבות מטלון ,synonym of 6523 ,6523
91061,42,פתח תקווה ,7900,פתח תקווה ,11573,רח ח ק מטלו ,synonym of 6523 ,6523
91062,42,פתח תקווה ,7900,פתח תקווה ,11574,רח ז ק מטלון ,synonym of 6523 ,6523
91063,42,פתח תקווה ,7900,פתח תקווה ,11575,רח ז ק מטלו ,synonym of 6523 ,6523
91064,42,פתח תקווה ,7900,פתח תקווה ,11576,רח ג ק מטלון ,synonym of 6523 ,6523
91065,42,פתח תקווה ,7900,פתח תקווה ,11577,רח ג ק מטלו ,synonym of 6523 ,6523
91066,42,פתח תקווה ,7900,פתח תקווה ,11578,רח ב ק מטלו ,synonym of 6523 ,6523
91067,42,פתח תקווה ,7900,פתח תקווה ,11579,רח ד ,synonym of 6523 ,6523
91068,42,פתח תקווה ,7900,פתח תקווה ,11580,ש מטלון ,synonym of 6523 ,6523
91069,42,פתח תקווה ,7900,פתח תקווה ,11581,ש ק מטלון ,synonym of 6523 ,6523
91070,42,פתח תקווה ,7900,פתח תקווה ,11582,רח ד ק מטלון ,synonym of 6523 ,6523
91071,42,פתח תקווה ,7900,פתח תקווה ,11583,שכ ק מטלון ,synonym of 6523 ,6523
91072,42,פתח תקווה ,7900,פתח תקווה ,11584,ק מטלון ,synonym of 6523 ,6523
91073,42,פתח תקווה ,7900,פתח תקווה ,6524 ,קרית משה ,official ,6524
91074,42,פתח תקווה ,7900,פתח תקווה ,11585,ש קרית משה ,synonym of 6524 ,6524
91075,42,פתח תקווה ,7900,פתח תקווה ,11586,ש ק משה ,synonym of 6524 ,6524
91076,42,פתח תקווה ,7900,פתח תקווה ,6525 ,רמת סיב ,official ,6525
91077,42,פתח תקווה ,7900,פתח תקווה ,6526 ,ש גן בועז ,official ,6526
91078,42,פתח תקווה ,7900,פתח תקווה ,11587,גן בועז ,synonym of 6526 ,6526
91079,42,פתח תקווה ,7900,פתח תקווה ,6527 ,ש גני גזית ,official ,6527
91080,42,פתח תקווה ,7900,פתח תקווה ,11588,גני גזית ,synonym of 6527 ,6527
91081,42,פתח תקווה ,7900,פתח תקווה ,6528 ,שכ סגולה ,official ,6528
91082,42,פתח תקווה ,7900,פתח תקווה ,11589,ש סגולה ,synonym of 6528 ,6528
91083,42,פתח תקווה ,7900,פתח תקווה ,11590,סגולה ,synonym of 6528 ,6528
91084,42,פתח תקווה ,7900,פתח תקווה ,6529 ,ש ליפוביץ ,official ,6529
91085,42,פתח תקווה ,7900,פתח תקווה ,6530 ,ש סולל בונה ,official ,6530
91086,42,פתח תקווה ,7900,פתח תקווה ,6531 ,ש סלע חדש ,official ,6531
91087,42,פתח תקווה ,7900,פתח תקווה ,11591,ש סלע ב ,synonym of 6531 ,6531
91088,42,פתח תקווה ,7900,פתח תקווה ,11592,ש סלע 2 ,synonym of 6531 ,6531
91089,42,פתח תקווה ,7900,פתח תקווה ,11593,ש סלע בלוק ,synonym of 6531 ,6531
91090,42,פתח תקווה ,7900,פתח תקווה ,11594,סלע חדש ,synonym of 6531 ,6531
91091,42,פתח תקווה ,7900,פתח תקווה ,6532 ,ש עובדי בילינסון ,official ,6532
91092,42,פתח תקווה ,7900,פתח תקווה ,11595,ש עוב בילינס ,synonym of 6532 ,6532
91093,42,פתח תקווה ,7900,פתח תקווה ,11596,ש עוב ביליסן ,synonym of 6532 ,6532
91094,42,פתח תקווה ,7900,פתח תקווה ,11597,ש עוב בלינסו ,synonym of 6532 ,6532
91095,42,פתח תקווה ,7900,פתח תקווה ,11598,ש עוב בלנסון ,synonym of 6532 ,6532
91096,42,פתח תקווה ,7900,פתח תקווה ,11599,ש עובד בלינס ,synonym of 6532 ,6532
91097,42,פתח תקווה ,7900,פתח תקווה ,11600,ש עובד קופח ,synonym of 6532 ,6532
91098,42,פתח תקווה ,7900,פתח תקווה ,6533 ,ש עובדים ,official ,6533
91099,42,פתח תקווה ,7900,פתח תקווה ,6534 ,ש פאגי ,official ,6534
91100,42,פתח תקווה ,7900,פתח תקווה ,11601,ש פאי ,synonym of 6534 ,6534
91101,42,פתח תקווה ,7900,פתח תקווה ,11602,ש מזר כב לו ,synonym of 6534 ,6534
91102,42,פתח תקווה ,7900,פתח תקווה ,11603,ש פאגי ,synonym of 6534 ,6534
91103,42,פתח תקווה ,7900,פתח תקווה ,6535 ,ש רמת ורבר ,official ,6535
91104,42,פתח תקווה ,7900,פתח תקווה ,11604,קוטז ר ורבר ,synonym of 6535 ,6535
91105,42,פתח תקווה ,7900,פתח תקווה ,11605,הקוטגים ,synonym of 6535 ,6535
91106,42,פתח תקווה ,7900,פתח תקווה ,11606,ר ורבר קוטג ,synonym of 6535 ,6535
91107,42,פתח תקווה ,7900,פתח תקווה ,11607,רמת ורבר ,synonym of 6535 ,6535
91108,42,פתח תקווה ,7900,פתח תקווה ,6536 ,ש רסקו ,official ,6536
91109,42,פתח תקווה ,7900,פתח תקווה ,11608,רסקו ר ורבר ,synonym of 6536 ,6536
91110,42,פתח תקווה ,7900,פתח תקווה ,11609,רסקו ב ר הדר ,synonym of 6536 ,6536
91111,42,פתח תקווה ,7900,פתח תקווה ,11610,ש רסקו ר ורב ,synonym of 6536 ,6536
91112,42,פתח תקווה ,7900,פתח תקווה ,6537 ,שכ גן שלמה ,official ,6537
91113,42,פתח תקווה ,7900,פתח תקווה ,11611,רח ז גן שלמ ,synonym of 6537 ,6537
91114,42,פתח תקווה ,7900,פתח תקווה ,11612,רח ז גן שלמה ,synonym of 6537 ,6537
91115,42,פתח תקווה ,7900,פתח תקווה ,11613,ש גן שלמה ב ,synonym of 6537 ,6537
91116,42,פתח תקווה ,7900,פתח תקווה ,11614,ש גן שלמה ,synonym of 6537 ,6537
91117,42,פתח תקווה ,7900,פתח תקווה ,11615,גן שלמה ,synonym of 6537 ,6537
91118,42,פתח תקווה ,7900,פתח תקווה ,6538 ,נווה עוז מערב ,official ,6538
91119,42,פתח תקווה ,7900,פתח תקווה ,6539 ,נווה עוז הרחבה ,official ,6539
91120,42,פתח תקווה ,7900,פתח תקווה ,6540 ,כפר גנים ג ,official ,6540
91121,42,פתח תקווה ,7900,פתח תקווה ,11616,כפר גנים מערב ,synonym of 6540 ,6540
91122,42,פתח תקווה ,7900,פתח תקווה ,6541 ,נווה גנים ,official ,6541
91123,42,פתח תקווה ,7900,פתח תקווה ,11617,נוה גנים ,synonym of 6541 ,6541
91124,42,פתח תקווה ,7900,פתח תקווה ,11618,שכ נווה גנים ,synonym of 6541 ,6541
91125,42,פתח תקווה ,7900,פתח תקווה ,6542 ,כפר גנים א ,official ,6542
91126,42,פתח תקווה ,7900,פתח תקווה ,11619,כ גנים סנטוריום ,synonym of 6542 ,6542
91127,42,פתח תקווה ,7900,פתח תקווה ,11620,סנטריום מרכז ,synonym of 6542 ,6542
91128,42,פתח תקווה ,7900,פתח תקווה ,11621,כ גנים ,synonym of 6542 ,6542
91129,42,פתח תקווה ,7900,פתח תקווה ,11622,כפר גנים ,synonym of 6542 ,6542
91130,42,פתח תקווה ,7900,פתח תקווה ,11623,סנטוריום כ ,synonym of 6542 ,6542
91131,42,פתח תקווה ,7900,פתח תקווה ,11624,כ גנים א ,synonym of 6542 ,6542
91132,42,פתח תקווה ,7900,פתח תקווה ,6543 ,כפר גנים ב ,official ,6543
91133,42,פתח תקווה ,7900,פתח תקווה ,11625,כפר גנים ישיבה ,synonym of 6543 ,6543
91134,42,פתח תקווה ,7900,פתח תקווה ,11626,כ גנים ב ,synonym of 6543 ,6543
91135,42,פתח תקווה ,7900,פתח תקווה ,6544 ,ש גת רמון ,official ,6544
91136,42,פתח תקווה ,7900,פתח תקווה ,11627,ש היובל ,synonym of 6544 ,6544
91137,42,פתח תקווה ,7900,פתח תקווה ,11628,ש גת רימון ,synonym of 6544 ,6544
91138,42,פתח תקווה ,7900,פתח תקווה ,11629,שכ גת רימון ,synonym of 6544 ,6544
91139,42,פתח תקווה ,7900,פתח תקווה ,11630,שכ גת רמון ,synonym of 6544 ,6544
91140,42,פתח תקווה ,7900,פתח תקווה ,6545 ,ש המורים ,official ,6545
91141,42,פתח תקווה ,7900,פתח תקווה ,11631,גבעת המורים ,synonym of 6545 ,6545
91142,42,פתח תקווה ,7900,פתח תקווה ,6546 ,בת גנים ,official ,6546
91143,42,פתח תקווה ,7900,פתח תקווה ,6547 ,נווה גן ,official ,6547
91144,42,פתח תקווה ,7900,פתח תקווה ,11632,נוה גן ,synonym of 6547 ,6547
91145,42,פתח תקווה ,7900,פתח תקווה ,6561 ,ש גורדון ,official ,6561
91146,42,פתח תקווה ,7900,פתח תקווה ,6562 ,שכ משכנות גנים ,official ,6562
91147,42,פתח תקווה ,7900,פתח תקווה ,11633,ש משכנות גנים ,synonym of 6562 ,6562
91148,42,פתח תקווה ,7900,פתח תקווה ,6565 ,אזור מסחר ,official ,6565
91149,42,פתח תקווה ,7900,פתח תקווה ,11634,אזור מסחרי ,synonym of 6565 ,6565
91150,42,פתח תקווה ,7900,פתח תקווה ,6566 ,אזור תעשייה חדש ,official ,6566
91151,42,פתח תקווה ,7900,פתח תקווה ,11635,אזור התעשייה החדש ,synonym of 6566 ,6566
91152,42,פתח תקווה ,7900,פתח תקווה ,6567 ,את פארק ינאי ,official ,6567
91153,42,פתח תקווה ,7900,פתח תקווה ,11636,תעשייה )פארק ינאי( ,synonym of 6567 ,6567
